id,params,acc,gen
net,4405,0.869100034236908,0
net_1,26675,0.966200053691864,0
net_2,2018,0.8905000686645508,0
net_3,6054,0.8648000359535217,0
net_4,1448,0.5424000024795532,0
net_5,4922,0.8393000364303589,0
net_6,492,0.5911000370979309,0
net_7,15146,0.9285000562667847,0
net_8,2793,0.8125000596046448,0
net_9,3370,0.6377000212669373,0
net_10,1655,0.84170001745224,0
net_11,3513,0.8645000457763672,0
net_12,1639,0.8607000112533569,0
net_13,3020,0.9278000593185425,0
net_14,2164,0.8461000323295593,0
net_15,4097,0.6646000146865845,0
net_16,3139,0.9551000595092773,0
net_17,3673,0.7402000427246094,0
net_18,2569,0.8488000631332397,0
net_19,7323,0.8610000610351562,0
net_20,26675,0.9640000462532043,1
net_21,492,0.5887000560760498,1
net_22,3139,0.954300045967102,1
net_23,26642,0.951900064945221,1
net_24,306,0.2718999981880188,1
net_25,816,0.6619000434875488,1
net_26,21238,0.9729000329971313,1
net_27,28683,0.9714000225067139,1
net_28,23397,0.9723000526428223,1
net_29,492,0.5969000458717346,1
net_30,619,0.5034000277519226,1
net_31,692,0.726900041103363,1
net_32,13307,0.9484000205993652,1
net_33,8130,0.9031000137329102,1
net_34,18629,0.9597000479698181,1
net_35,15690,0.9300000667572021,1
net_36,810,0.6874000430107117,1
net_37,2348,0.9427000284194946,1
net_38,492,0.5770000219345093,1
net_39,10709,0.9583000540733337,1
net_40,306,0.3059000074863434,2
net_41,21238,0.9682000279426575,2
net_42,2348,0.9448000192642212,2
net_43,15022,0.9636000394821167,2
net_44,1244,0.7302000522613525,2
net_45,740,0.46330001950263977,2
net_46,306,0.2850000262260437,2
net_47,271,0.26020002365112305,2
net_48,16283,0.9575000405311584,2
net_49,1452,0.7283000349998474,2
net_50,917,0.5742000341415405,2
net_51,712,0.6685000061988831,2
net_52,21329,0.9726000428199768,2
net_53,21238,0.9702000617980957,2
net_54,361,0.49570003151893616,2
net_55,1358,0.9059000611305237,2
net_56,19634,0.9684000611305237,2
net_57,306,0.3514000177383423,2
net_58,803,0.7884000539779663,2
net_59,20436,0.9683000445365906,2
net_60,2348,0.9446000456809998,3
net_61,271,0.2531000077724457,3
net_62,21329,0.9735000729560852,3
net_63,4243,0.9615000486373901,3
net_64,15575,0.9671000242233276,3
net_65,18452,0.9696000218391418,3
net_66,347,0.3866000175476074,3
net_67,11720,0.938800036907196,3
net_68,828,0.8752000331878662,3
net_69,271,0.2996000051498413,3
net_70,2197,0.9286000728607178,3
net_71,271,0.2898000180721283,3
net_72,271,0.26579999923706055,3
net_73,12789,0.9450000524520874,3
net_74,347,0.3920000195503235,3
net_75,2111,0.9226000308990479,3
net_76,361,0.5093000531196594,3
net_77,25164,0.9750000238418579,3
net_78,698,0.657200038433075,3
net_79,21446,0.9686000347137451,3
net_80,2348,0.9447000622749329,4
net_81,271,0.251800000667572,4
net_82,25164,0.9744000434875488,4
net_83,28548,0.9743000268936157,4
net_84,18540,0.9731000661849976,4
net_85,2403,0.9518000483512878,4
net_86,2268,0.9372000694274902,4
net_87,28548,0.9746000170707703,4
net_88,271,0.30170002579689026,4
net_89,736,0.640500009059906,4
net_90,563,0.7084000110626221,4
net_91,423,0.38940000534057617,4
net_92,11871,0.9570000171661377,4
net_93,15636,0.9535000324249268,4
net_94,1779,0.9248000383377075,4
net_95,750,0.4571000337600708,4
net_96,24956,0.9740000367164612,4
net_97,361,0.4942000210285187,4
net_98,309,0.3450000286102295,4
net_99,361,0.5039000511169434,4
