id,params,acc,gen
net,245,0.36670002341270447,0
net_1,3043,0.8786000609397888,0
net_2,2058,0.885200023651123,0
net_3,321,0.5164999961853027,0
net_4,2154,0.8201000094413757,0
net_5,1158,0.7432000637054443,0
net_6,264,0.32170000672340393,0
net_7,1287,0.7055000066757202,0
net_8,5970,0.8592000603675842,0
net_9,397,0.616100013256073,0
net_10,3072,0.8940000534057617,0
net_11,1161,0.5683000087738037,0
net_12,6002,0.11350000649690628,0
net_13,1492,0.4984000325202942,0
net_14,1515,0.6071000099182129,0
net_15,1531,0.8152000308036804,0
net_16,1525,0.5008000135421753,0
net_17,412,0.5854000449180603,0
net_18,6964,0.8416000604629517,0
net_19,4995,0.8630000352859497,0
net_20,245,0.36500000953674316,1
net_21,2058,0.8861000537872314,1
net_22,3072,0.8943000435829163,1
net_23,738,0.7440000176429749,1
net_24,315,0.6216000318527222,1
net_25,372,0.6397000551223755,1
net_26,3072,0.8980000615119934,1
net_27,384,0.6845000386238098,1
net_28,738,0.699400007724762,1
net_29,3072,0.8997000455856323,1
net_30,3072,0.8981000185012817,1
net_31,228,0.4872000217437744,1
net_32,229,0.11350000649690628,1
net_33,201,0.39240002632141113,1
net_34,1623,0.8057000637054443,1
net_35,845,0.579200029373169,1
net_36,2079,0.8784000277519226,1
net_37,4687,0.9222000241279602,1
net_38,3130,0.9230000376701355,1
net_39,2037,0.853100061416626,1
net_40,384,0.6493000388145447,2
net_41,201,0.40050002932548523,2
net_42,3130,0.9236000180244446,2
net_43,210,0.3947000205516815,2
net_44,144,0.35750001668930054,2
net_45,3160,0.93340003490448,2
net_46,509,0.47520002722740173,2
net_47,201,0.39590001106262207,2
net_48,2615,0.9099000692367554,2
net_49,371,0.5883000493049622,2
net_50,216,0.45590001344680786,2
net_51,258,0.5440000295639038,2
net_52,430,0.6717000603675842,2
net_53,384,0.661300003528595,2
net_54,3310,0.9063000679016113,2
net_55,384,0.6791000366210938,2
net_56,365,0.6680000424385071,2
net_57,416,0.7059000134468079,2
net_58,525,0.4808000326156616,2
net_59,3310,0.9036000370979309,2
net_60,144,0.3668000102043152,3
net_61,3160,0.9328000545501709,3
net_62,416,0.7023000121116638,3
net_63,3160,0.9315000176429749,3
net_64,386,0.6996000409126282,3
net_65,276,0.492000013589859,3
net_66,3675,0.9249000549316406,3
