id,params,acc
net_322,20933,0.970300018787384
net_323,3050,0.9324000477790833
net_324,1100,0.5703999996185303
net_325,2388,0.8969000577926636
net_326,2921,0.9390000700950623
net_327,236,0.39430001378059387
net_328,992,0.6349000334739685
net_329,4443,0.92930006980896
net_330,1400,0.9155000448226929
net_331,158,0.2346000075340271
net_332,20933,0.9706000685691833
net_333,17959,0.9678000211715698
net_334,342,0.3841000199317932
net_335,314,0.2907000184059143
net_336,347,0.3433000147342682
net_337,1345,0.906000018119812
net_338,509,0.4383000135421753
net_339,700,0.49480003118515015
net_340,1400,0.9167000651359558
net_341,158,0.21940000355243683
net_342,20933,0.9708000421524048
net_343,690,0.8057000637054443
net_344,20225,0.9666000604629517
net_345,375,0.41670000553131104
net_346,498,0.468500018119812
net_347,679,0.6914000511169434
net_348,4915,0.9353000521659851
net_349,6221,0.9518000483512878
net_350,1400,0.912600040435791
net_351,158,0.22880001366138458
net_352,20933,0.9690000414848328
net_353,1690,0.8993000388145447
net_354,1275,0.8937000632286072
net_355,755,0.65010005235672
net_356,4222,0.912600040435791
net_357,22897,0.971500039100647
net_358,158,0.22300000488758087
net_359,6639,0.9472000598907471
net_360,1400,0.9129000306129456
net_361,158,0.22460001707077026
net_362,22897,0.9749000668525696
net_363,4096,0.9331000447273254
net_364,3249,0.8706000447273254
net_365,3375,0.9517000317573547
net_366,288,0.3046000003814697
net_367,1147,0.8676000237464905
net_368,871,0.8047000169754028
net_369,4799,0.7763000130653381
net_370,1400,0.9152000546455383
net_371,158,0.22690001130104065
net_372,22897,0.9729000329971313
net_373,158,0.2346000075340271
net_374,14299,0.9736000299453735
net_375,14909,0.9663000702857971
net_376,238,0.3392000198364258
net_377,880,0.7512000203132629
net_378,390,0.4269000291824341
net_379,750,0.784000039100647
net_380,1400,0.9107000231742859
net_381,158,0.2371000051498413
net_382,14299,0.9712000489234924
net_383,420,0.49380001425743103
net_384,4221,0.9480000734329224
net_385,278,0.4189000129699707
net_386,13376,0.969700038433075
net_387,15013,0.9740000367164612
net_388,9651,0.9687000513076782
net_389,14198,0.9673000574111938
net_390,1400,0.9193000197410583
net_391,158,0.23890000581741333
net_392,15013,0.9702000617980957
net_393,5275,0.9306000471115112
net_394,16383,0.9735000729560852
net_395,222,0.28950002789497375
net_396,4490,0.9470000267028809
net_397,575,0.5906000137329102
net_398,747,0.6629000306129456
net_399,5414,0.9302000403404236
net_400,1400,0.9074000716209412
net_401,158,0.2297000139951706
net_402,16383,0.9706000685691833
net_403,1751,0.919700026512146
net_404,15498,0.970300018787384
net_405,288,0.364300012588501
net_406,1915,0.8791000247001648
net_407,789,0.8505000472068787
net_408,1613,0.909000039100647
net_409,1345,0.9013000130653381
net_410,1400,0.9057000279426575
net_411,158,0.23000000417232513
net_412,16383,0.9686000347137451
net_413,800,0.7922000288963318
net_414,1497,0.9092000722885132
net_415,7210,0.9561000466346741
net_416,14914,0.9723000526428223
net_417,212,0.3046000003814697
net_418,3755,0.9313000440597534
net_419,2364,0.9257000684738159
net_420,1400,0.9137000441551208
net_421,158,0.22720001637935638
net_422,14914,0.9722000360488892
net_423,1394,0.586400032043457
net_424,679,0.6775000095367432
net_425,1000,0.8111000657081604
net_426,3275,0.9498000741004944
net_427,8302,0.9639000296592712
net_428,238,0.4083000123500824
net_429,1664,0.8960000276565552
net_430,1400,0.9165000319480896
net_431,158,0.22700001299381256
net_432,14914,0.9742000699043274
net_433,2661,0.9212000370025635
net_434,222,0.32710000872612
net_435,800,0.7615000605583191
net_436,318,0.37550002336502075
net_437,9788,0.9661000370979309
net_438,1517,0.9164000153541565
net_439,1334,0.5955000519752502
net_440,1400,0.9199000597000122
net_441,158,0.23520001769065857
net_442,14914,0.9719000458717346
net_443,9976,0.9635000228881836
net_444,993,0.5772000551223755
net_445,1128,0.8014000654220581
net_446,439,0.7278000116348267
net_447,18704,0.9728000164031982
net_448,10867,0.9559000730514526
net_449,1900,0.914400041103363
net_450,1400,0.9113000631332397
net_451,158,0.22830000519752502
net_452,18704,0.9723000526428223
net_453,2100,0.8338000178337097
net_454,278,0.5149000287055969
net_455,14415,0.959100067615509
net_456,8982,0.9472000598907471
net_457,1934,0.8063000440597534
net_458,563,0.6884000301361084
net_459,12647,0.9604000449180603
net_460,1400,0.9152000546455383
net_461,158,0.2387000173330307
net_462,18704,0.9714000225067139
net_463,222,0.30010002851486206
net_464,14959,0.9619000554084778
net_465,16915,0.9678000211715698
net_466,4893,0.8729000687599182
net_467,186,0.17190000414848328
net_468,2364,0.9273000359535217
net_469,7150,0.884600043296814
net_470,1400,0.9250000715255737
net_471,158,0.22830000519752502
net_472,18704,0.9708000421524048
net_473,158,0.22780001163482666
net_474,494,0.5136000514030457
net_475,23157,0.9716000556945801
net_476,752,0.43960002064704895
net_477,1136,0.866100013256073
net_478,1207,0.8548000454902649
net_479,1150,0.7892000079154968
net_480,1400,0.9170000553131104
net_481,158,0.23160001635551453
net_482,23157,0.9669000506401062
net_483,1025,0.7913000583648682
net_484,828,0.8103000521659851
net_485,2748,0.9241000413894653
net_486,509,0.4221000075340271
net_487,2861,0.9186000227928162
net_488,1104,0.8764000535011292
net_489,184,0.26579999923706055
net_490,1400,0.9134000539779663
net_491,158,0.22920000553131104
net_492,23157,0.9707000255584717
net_493,14968,0.9615000486373901
net_494,2159,0.8905000686645508
net_495,314,0.33660000562667847
net_496,27027,0.9754000306129456
net_497,5243,0.9373000264167786
net_498,1686,0.9125000238418579
net_499,9488,0.9627000689506531
net_500,1400,0.9125000238418579
net_501,158,0.2248000055551529
net_502,27027,0.975100040435791
net_503,314,0.3038000166416168
net_504,293,0.3433000147342682
net_505,837,0.6734000444412231
net_506,9493,0.9629000425338745
net_507,14076,0.9654000401496887
net_508,30378,0.9778000712394714
net_509,1781,0.9011000394821167
net_510,1400,0.9099000692367554
net_511,158,0.2419000118970871
net_512,30378,0.9746000170707703
net_513,3050,0.9314000606536865
net_514,1141,0.8845000267028809
net_515,13926,0.9642000198364258
net_516,7444,0.947100043296814
net_517,12300,0.937000036239624
net_518,591,0.6609000563621521
net_519,350,0.35590001940727234
net_520,1400,0.913800060749054
net_521,158,0.22430001199245453
net_522,30378,0.9736000299453735
net_523,401,0.39350003004074097
net_524,498,0.46330001950263977
net_525,6471,0.9478000402450562
net_526,1273,0.6015000343322754
net_527,899,0.7755000591278076
net_528,428,0.47790002822875977
net_529,744,0.7247000336647034
net_530,1400,0.9165000319480896
net_531,158,0.23030000925064087
net_532,30378,0.9740000367164612
net_533,30077,0.9762000441551208
net_534,25478,0.9725000262260437
net_535,30378,0.9747000336647034
net_536,158,0.2524000108242035
net_537,5423,0.9571000337600708
net_538,1984,0.8896000385284424
net_539,1835,0.8274000287055969
net_540,1400,0.9190000295639038
net_541,158,0.21900001168251038
net_542,30077,0.9747000336647034
net_543,158,0.22770000994205475
net_544,25526,0.9735000729560852
net_545,1225,0.8893000483512878
net_546,33557,0.9747000336647034
net_547,30220,0.9772000312805176
net_548,22264,0.976300060749054
net_549,606,0.5490000247955322
net_550,1400,0.9208000302314758
net_551,158,0.21490001678466797
net_552,30220,0.9775000214576721
net_553,16667,0.9472000598907471
net_554,3491,0.9331000447273254
net_555,10915,0.9615000486373901
net_556,11837,0.955500066280365
net_557,2040,0.9359000325202942
net_558,679,0.7881000638008118
net_559,21143,0.9682000279426575
net_560,1400,0.9137000441551208
net_561,158,0.22960001230239868
net_562,30220,0.9744000434875488
net_563,25787,0.9750000238418579
net_564,22491,0.971000075340271
net_565,1663,0.9173000454902649
net_566,4875,0.9434000253677368
net_567,158,0.23180000483989716
net_568,1110,0.857200026512146
net_569,11443,0.9678000211715698
net_570,1400,0.9173000454902649
net_571,158,0.22460001707077026
net_572,25787,0.9772000312805176
net_573,236,0.30480000376701355
net_574,23339,0.9767000675201416
net_575,1089,0.6184000372886658
net_576,16699,0.9677000641822815
net_577,2435,0.938200056552887
net_578,1914,0.8533000349998474
net_579,744,0.38360002636909485
net_580,1400,0.9158000349998474
net_581,158,0.22340001165866852
net_582,25787,0.9754000306129456
net_583,1502,0.8580000400543213
net_584,350,0.3329000174999237
net_585,887,0.46240001916885376
net_586,24971,0.9742000699043274
net_587,1376,0.8946000337600708
net_588,2364,0.9248000383377075
net_589,458,0.4617000222206116
net_590,1400,0.9152000546455383
net_591,158,0.22910000383853912
net_592,25787,0.9765000343322754
net_593,1170,0.7569000124931335
net_594,1517,0.9214000701904297
net_595,786,0.8396000266075134
net_596,482,0.4775000214576721
net_597,9227,0.945400059223175
net_598,1170,0.8959000706672668
net_599,8976,0.9476000666618347
