id,params,acc,gen
net_2,1064,0.6359000205993652,0
net_6,1064,0.6323000192642212,1
net_11,1064,0.6397000551223755,2
net_16,1064,0.6469000577926636,3
net_23,1160,0.8093000650405884,4
net_27,1160,0.8153000473976135,5
net_34,1160,0.819100022315979,6
net_37,1160,0.8122000098228455,7
net_42,1160,0.80840003490448,8
net_47,1160,0.8060000538825989,9
net_51,1160,0.8134000301361084,10
net_56,1160,0.8021000623703003,11
net_61,1160,0.8179000616073608,12
net_66,1160,0.8075000643730164,13
net_71,1160,0.8159000277519226,14
net_78,1160,0.8133000135421753,15
net_82,1160,0.8111000657081604,16
net_89,1160,0.815000057220459,17
net_92,1160,0.813800036907196,18
net_97,1160,0.8203000426292419,19
net_102,1160,0.8161000609397888,20
net_106,1160,0.8089000582695007,21
net_111,1160,0.8166000247001648,22
net_116,1160,0.8044000267982483,23
net_120,1160,0.820900022983551,24
net_125,1160,0.8115000128746033,25
net_130,1160,0.8156000375747681,26
net_138,1460,0.8256000280380249,27
net_141,1460,0.8157000541687012,28
net_146,1460,0.8401000499725342,29
net_153,3044,0.9008000493049622,30
net_156,3044,0.9028000235557556,31
net_160,3044,0.8976000547409058,32
net_165,3044,0.8993000388145447,33
net_170,3044,0.9014000296592712,34
net_178,3044,0.9015000462532043,35
net_182,3044,0.9018000364303589,36
net_187,3044,0.9002000689506531,37
net_192,3044,0.9020000696182251,38
net_199,3044,0.8988000154495239,39
net_202,3044,0.8958000540733337,40
net_207,3044,0.9045000672340393,41
net_212,3044,0.9045000672340393,42
net_216,3044,0.8990000486373901,43
net_224,3044,0.9069000482559204,44
net_227,3044,0.9008000493049622,45
net_232,3044,0.8967000246047974,46
net_237,3044,0.8988000154495239,47
net_241,3044,0.8926000595092773,48
net_249,3044,0.9017000198364258,49
net_252,3044,0.8996000289916992,50
net_256,3044,0.9000000357627869,51
net_261,3044,0.8993000388145447,52
net_266,3044,0.8999000191688538,53
net_271,3044,0.9005000591278076,54
net_276,3044,0.8968000411987305,55
net_284,4820,0.9526000618934631,56
net_287,4820,0.9538000226020813,57
net_291,4820,0.9536000490188599,58
net_296,4820,0.9559000730514526,59
net_304,4292,0.9554000496864319,60
net_307,4292,0.95250004529953,61
net_311,4292,0.9517000317573547,62
net_316,4292,0.9521000385284424,63
net_321,4292,0.9553000330924988,64
net_326,4292,0.9554000496864319,65
net_331,4292,0.9550000429153442,66
net_336,4292,0.954300045967102,67
net_343,4125,0.9526000618934631,68
net_348,4125,0.956000030040741,69
net_352,4125,0.9558000564575195,70
net_357,4125,0.95250004529953,71
net_362,4125,0.9545000195503235,72
net_368,3747,0.9496000409126282,73
net_372,3747,0.9469000697135925,74
net_377,3747,0.9464000463485718,75
net_382,3747,0.9511000514030457,76
net_386,3747,0.9505000710487366,77
net_391,3747,0.9500000476837158,78
net_398,3747,0.9508000612258911,79
net_403,3144,0.9371000528335571,80
net_406,3144,0.9413000345230103,81
net_413,3144,0.9408000707626343,82
net_418,3144,0.9407000541687012,83
net_422,3144,0.938800036907196,84
net_428,3207,0.9520000219345093,85
net_432,3207,0.9509000182151794,86
net_436,3207,0.9513000249862671,87
net_444,2962,0.9498000741004944,88
net_447,2962,0.947100043296814,89
net_451,2962,0.9495000243186951,90
net_456,2962,0.9481000304222107,91
net_461,2962,0.9495000243186951,92
net_466,2962,0.9497000575065613,93
net_471,2962,0.9503000378608704,94
net_475,2962,0.9461000561714172,95
net_480,2962,0.9483000636100769,96
net_485,2962,0.9476000666618347,97
net_490,2962,0.9494000673294067,98
net_495,2962,0.9474000334739685,99
