id,fitness,mut
0,747785,0.05
1,747785,0.05
2,747785,0.05
3,747785,0.05
4,747785,0.05
5,747785,0.05
6,747785,0.060000000000000005
7,747785,0.060000000000000005
8,747785,0.060000000000000005
9,747785,0.060000000000000005
10,747785,0.060000000000000005
11,747785,0.07
12,747785,0.07
13,747785,0.07
14,747785,0.07
15,747785,0.07
16,747785,0.08
17,747785,0.08
18,747785,0.08
19,747785,0.08
20,747785,0.08
21,747785,0.09
22,747785,0.09
23,747785,0.09
24,747785,0.09
25,747785,0.09
26,742983,0.09999999999999999
27,742983,0.09999999999999999
28,742983,0.09999999999999999
29,742983,0.09999999999999999
30,742983,0.09999999999999999
31,742983,0.09999999999999999
32,742983,0.10999999999999999
33,742983,0.10999999999999999
34,742983,0.10999999999999999
35,742983,0.10999999999999999
36,742983,0.10999999999999999
37,735387,0.11999999999999998
38,735387,0.11999999999999998
39,735387,0.11999999999999998
40,735387,0.11999999999999998
41,735387,0.11999999999999998
42,726946,0.11999999999999998
43,726946,0.11999999999999998
44,726946,0.11999999999999998
45,726946,0.11999999999999998
46,726946,0.11999999999999998
47,726946,0.11999999999999998
48,726946,0.12999999999999998
49,726946,0.12999999999999998
50,726946,0.12999999999999998
51,726946,0.12999999999999998
52,726946,0.12999999999999998
53,726946,0.13999999999999999
54,726946,0.13999999999999999
55,726946,0.13999999999999999
56,726946,0.13999999999999999
57,726946,0.13999999999999999
58,726946,0.15
59,726946,0.15
60,726946,0.15
61,726946,0.15
62,726946,0.15
63,726946,0.16
64,721001,0.16
65,721001,0.16
66,721001,0.16
67,721001,0.16
68,721001,0.16
69,721001,0.16
70,721001,0.17
71,721001,0.17
72,721001,0.17
73,721001,0.17
74,721001,0.17
75,721001,0.18000000000000002
76,721001,0.18000000000000002
77,721001,0.18000000000000002
78,721001,0.18000000000000002
79,721001,0.18000000000000002
80,721001,0.19000000000000003
81,721001,0.19000000000000003
82,721001,0.19000000000000003
83,721001,0.19000000000000003
84,718756,0.19000000000000003
85,718756,0.19000000000000003
86,718756,0.19000000000000003
87,718756,0.19000000000000003
88,718756,0.19000000000000003
89,718756,0.19000000000000003
90,718756,0.20000000000000004
91,718756,0.20000000000000004
92,718756,0.20000000000000004
93,718756,0.20000000000000004
94,718756,0.20000000000000004
95,718756,0.21000000000000005
96,718756,0.21000000000000005
97,718756,0.21000000000000005
98,718756,0.21000000000000005
99,718756,0.21000000000000005
100,718756,0.22000000000000006
101,718756,0.22000000000000006
102,718756,0.22000000000000006
103,718756,0.22000000000000006
104,718756,0.22000000000000006
105,718756,0.23000000000000007
106,718756,0.23000000000000007
107,718756,0.23000000000000007
108,718756,0.23000000000000007
109,718756,0.23000000000000007
110,718756,0.24000000000000007
111,718756,0.24000000000000007
112,718756,0.24000000000000007
113,718756,0.24000000000000007
114,718756,0.24000000000000007
115,718756,0.25000000000000006
116,718756,0.25000000000000006
117,718756,0.25000000000000006
118,718756,0.25000000000000006
119,718756,0.25000000000000006
120,718756,0.26000000000000006
121,718756,0.26000000000000006
122,718756,0.26000000000000006
123,718756,0.26000000000000006
124,718756,0.26000000000000006
125,718756,0.2700000000000001
126,718756,0.2700000000000001
127,718756,0.2700000000000001
128,718756,0.2700000000000001
129,718756,0.2700000000000001
130,718756,0.2800000000000001
131,718756,0.2800000000000001
132,718756,0.2800000000000001
133,718756,0.2800000000000001
134,718756,0.2800000000000001
135,718756,0.2900000000000001
136,718756,0.2900000000000001
137,718756,0.2900000000000001
138,718756,0.2900000000000001
139,718756,0.2900000000000001
140,718756,0.3000000000000001
141,718756,0.3000000000000001
142,718756,0.3000000000000001
143,718756,0.3000000000000001
144,718756,0.3000000000000001
145,718756,0.3100000000000001
146,718756,0.3100000000000001
147,718756,0.3100000000000001
148,718756,0.3100000000000001
149,718756,0.3100000000000001
150,718756,0.3200000000000001
151,718756,0.3200000000000001
152,718756,0.3200000000000001
153,718756,0.3200000000000001
154,718756,0.3200000000000001
155,718756,0.3300000000000001
156,718756,0.3300000000000001
157,718756,0.3300000000000001
158,718756,0.3300000000000001
159,718756,0.3300000000000001
160,718756,0.34000000000000014
161,718756,0.34000000000000014
162,718756,0.34000000000000014
163,718756,0.34000000000000014
164,718756,0.34000000000000014
165,718756,0.35000000000000014
166,718756,0.35000000000000014
167,718756,0.35000000000000014
168,718756,0.35000000000000014
169,718756,0.35000000000000014
170,718756,0.36000000000000015
171,718756,0.36000000000000015
172,718756,0.36000000000000015
173,718756,0.36000000000000015
174,718756,0.36000000000000015
175,718756,0.37000000000000016
176,718756,0.37000000000000016
177,718756,0.37000000000000016
178,718756,0.37000000000000016
179,718756,0.37000000000000016
180,718756,0.38000000000000017
181,718756,0.38000000000000017
182,718756,0.38000000000000017
183,718756,0.38000000000000017
184,718756,0.38000000000000017
185,718756,0.3900000000000002
186,718756,0.3900000000000002
187,718756,0.3900000000000002
188,718756,0.3900000000000002
189,718756,0.3900000000000002
190,718756,0.4000000000000002
191,718756,0.4000000000000002
192,718756,0.4000000000000002
193,718756,0.4000000000000002
194,718756,0.4000000000000002
195,718756,0.4100000000000002
196,718756,0.4100000000000002
197,718756,0.4100000000000002
198,718756,0.4100000000000002
199,718756,0.4100000000000002
