id,params,acc,gen
net,4755,0.9576000571250916,0
net_1,3193,0.9286000728607178,0
net_2,3625,0.9261000156402588,0
net_3,593,0.7216000556945801,0
net_4,313,0.5743000507354736,0
net_5,6360,0.9142000675201416,0
net_6,166,0.11350000649690628,0
net_7,789,0.8824000358581543,0
net_8,1605,0.7551000118255615,0
net_9,500,0.2767000198364258,0
net_10,3397,0.9429000616073608,0
net_11,872,0.8628000617027283,0
net_12,1011,0.6009000539779663,0
net_13,9880,0.9620000720024109,0
net_14,2062,0.9129000306129456,0
net_15,954,0.7597000598907471,0
net_16,7689,0.9435000419616699,0
net_17,3344,0.9013000130653381,0
net_18,552,0.7225000262260437,0
net_19,663,0.7874000668525696,0
net_20,2885,0.6128000020980835,0
net_21,1351,0.810200035572052,0
net_22,1914,0.9039000272750854,0
net_23,1115,0.7688000202178955,0
net_24,2642,0.9256000518798828,0
net_25,1129,0.4398000240325928,0
net_26,2248,0.9360000491142273,0
net_27,1741,0.7483000159263611,0
net_28,2985,0.8968000411987305,0
net_29,2682,0.8725000619888306,0
net_30,2368,0.8460000157356262,0
net_31,2936,0.8530000448226929,0
net_32,705,0.7921000123023987,0
net_33,1010,0.7258000373840332,0
net_34,573,0.11350000649690628,0
net_35,201,0.26440000534057617,0
net_36,1966,0.862500011920929,0
net_37,360,0.6088000535964966,0
net_38,2542,0.9009000658988953,0
net_39,5330,0.7816000580787659,0
net_40,812,0.7917000651359558,0
net_41,4994,0.9257000684738159,0
net_42,1397,0.8467000126838684,0
net_43,3753,0.7653000354766846,0
net_44,650,0.73580002784729,0
net_45,1190,0.5664000511169434,0
net_46,2040,0.8919000625610352,0
net_47,3361,0.9390000700950623,0
net_48,584,0.6863000392913818,0
net_49,284,0.3579000234603882,0
net_50,723,0.7009000182151794,0
net_51,1396,0.8817000389099121,0
net_52,543,0.6981000304222107,0
net_53,1322,0.8541000485420227,0
net_54,855,0.6953000426292419,0
net_55,584,0.7978000640869141,0
net_56,10650,0.9592000246047974,0
net_57,1560,0.8832000494003296,0
net_58,941,0.9015000462532043,0
net_59,748,0.7738000154495239,0
net_60,4892,0.961400032043457,0
net_61,883,0.8080000281333923,0
net_62,1920,0.8786000609397888,0
net_63,5928,0.9321000576019287,0
net_64,2193,0.9205000400543213,0
net_65,356,0.523300051689148,0
net_66,442,0.6085000038146973,0
net_67,1600,0.7398000359535217,0
net_68,1714,0.6105000376701355,0
net_69,1113,0.8546000123023987,0
net_70,3001,0.6511000394821167,0
net_71,2709,0.8810000419616699,0
net_72,1005,0.8393000364303589,0
net_73,12590,0.9673000574111938,0
net_74,1569,0.8288000226020813,0
net_75,7576,0.963100016117096,0
net_76,1904,0.8715000152587891,0
net_77,2960,0.853100061416626,0
net_78,5903,0.9424000382423401,0
net_79,534,0.7177000045776367,0
net_80,977,0.7728000283241272,0
