id,params,acc,gen
net,2004,0.7521000504493713,0
net_1,4575,0.8174000382423401,0
net_2,732,0.280100017786026,0
net_3,3038,0.8352000117301941,0
net_4,7380,0.9271000623703003,0
net_5,1180,0.7932000160217285,0
net_6,1106,0.8609000444412231,0
net_7,2012,0.8153000473976135,0
net_8,986,0.8684000372886658,0
net_9,2499,0.834100067615509,0
net_10,3514,0.8914000391960144,0
net_11,3069,0.888200044631958,0
net_12,2126,0.9199000597000122,0
net_13,175,0.23600001633167267,0
net_14,5216,0.8777000308036804,0
net_15,1676,0.7570000290870667,0
net_16,3244,0.8407000303268433,0
net_17,7926,0.9354000687599182,0
net_18,1130,0.652400016784668,0
net_19,1037,0.6696000099182129,0
net_20,896,0.6337000131607056,0
net_21,1666,0.7201000452041626,0
net_22,1688,0.8814000487327576,0
net_23,537,0.5613000392913818,0
net_24,588,0.6427000164985657,0
net_25,2094,0.8898000717163086,0
net_26,4005,0.8442000150680542,0
net_27,1361,0.8183000683784485,0
net_28,1783,0.8626000285148621,0
net_29,451,0.5451000332832336,0
net_30,672,0.48180001974105835,0
net_31,2049,0.7848000526428223,0
net_32,1159,0.8737000226974487,0
net_33,592,0.7053000330924988,0
net_34,855,0.7615000605583191,0
net_35,2355,0.8731000423431396,0
net_36,1913,0.8741000294685364,0
net_37,1215,0.8085000514984131,0
net_38,6850,0.9606000185012817,0
net_39,3588,0.8500000238418579,0
net_40,1549,0.8721000552177429,0
net_41,722,0.8100000619888306,0
net_42,728,0.4401000142097473,0
net_43,399,0.7115000486373901,0
net_44,4134,0.9342000484466553,0
net_45,2094,0.8892000317573547,0
net_46,7317,0.9651000499725342,0
net_47,217,0.2337000072002411,0
net_48,441,0.3702000081539154,0
net_49,5045,0.9151000380516052,0
net_50,325,0.48670002818107605,0
net_51,892,0.7580000162124634,0
net_52,188,0.2654000222682953,0
net_53,1178,0.6027000546455383,0
net_54,864,0.8525000214576721,0
net_55,491,0.5333000421524048,0
net_56,426,0.52510005235672,0
net_57,2718,0.8896000385284424,0
net_58,1350,0.9046000242233276,0
net_59,1283,0.7736000418663025,0
net_60,2642,0.8496000170707703,0
net_61,1610,0.8339000344276428,0
net_62,1546,0.6270000338554382,0
net_63,4989,0.9383000731468201,0
net_64,1330,0.7176000475883484,0
net_65,1287,0.6014000177383423,0
net_66,2141,0.8994000554084778,0
net_67,3619,0.8304000496864319,0
net_68,871,0.6962000131607056,0
net_69,2906,0.9450000524520874,0
net_70,1536,0.8742000460624695,0
net_71,3216,0.9147000312805176,0
net_72,1338,0.8380000591278076,0
net_73,503,0.6961000561714172,0
net_74,2699,0.8175000548362732,0
net_75,466,0.6482000350952148,0
net_76,372,0.36080002784729004,0
net_77,1765,0.9185000658035278,0
net_78,4065,0.8533000349998474,0
net_79,610,0.5712000131607056,0
net_80,939,0.7630000114440918,0
net_81,1146,0.7461000084877014,0
net_82,2018,0.8672000169754028,0
net_83,892,0.7659000158309937,0
net_84,1649,0.7624000310897827,0
net_85,2715,0.8335000276565552,0
net_86,1802,0.7559000253677368,0
net_87,5402,0.8473000526428223,0
net_88,522,0.5956000089645386,0
net_89,1883,0.8087000250816345,0
net_90,1088,0.8258000612258911,0
net_91,2163,0.8569000363349915,0
net_92,869,0.7945000529289246,0
net_93,766,0.5078000426292419,0
net_94,1496,0.6601000428199768,0
net_95,552,0.8418000340461731,0
net_96,594,0.77920001745224,0
net_97,7160,0.9321000576019287,0
net_98,2484,0.8408000469207764,0
net_99,3756,0.9214000701904297,0
net_100,175,0.17250001430511475,1
net_101,7317,0.9650000333786011,1
net_102,552,0.83160001039505,1
net_103,2715,0.9327000379562378,1
net_104,806,0.45820000767707825,1
net_105,552,0.8422000408172607,1
net_106,577,0.7736000418663025,1
net_107,3248,0.9434000253677368,1
net_108,1914,0.8771000504493713,1
net_109,717,0.8583000302314758,1
net_110,2222,0.9294000267982483,1
net_111,863,0.8596000671386719,1
net_112,738,0.8318000435829163,1
net_113,215,0.36400002241134644,1
net_114,502,0.8284000158309937,1
net_115,113,0.195700004696846,1
net_116,3835,0.8492000699043274,1
net_117,175,0.24640001356601715,1
net_118,7317,0.9627000689506531,1
net_119,3762,0.9250000715255737,1
net_120,771,0.6152000427246094,1
net_121,712,0.835900068283081,1
net_122,4451,0.9480000734329224,1
net_123,531,0.3249000012874603,1
net_124,640,0.7210000157356262,1
