id,params,acc,gen
net,6135,0.9250000715255737,0
net_1,825,0.7175000309944153,0
net_2,1921,0.7998000383377075,0
net_3,528,0.6645000576972961,0
net_4,3601,0.9328000545501709,0
net_5,543,0.5006999969482422,0
net_6,3074,0.9110000729560852,0
net_7,2388,0.8274000287055969,0
net_8,2489,0.8805000185966492,0
net_9,1787,0.8738000392913818,0
net_10,1056,0.8393000364303589,0
net_11,443,0.7504000067710876,0
net_12,2794,0.7573000192642212,0
net_13,4175,0.938200056552887,0
net_14,5048,0.943600058555603,0
net_15,4863,0.90010005235672,0
net_16,820,0.659000039100647,0
net_17,5111,0.9432000517845154,0
net_18,572,0.5913000106811523,0
net_19,922,0.8404000401496887,0
net_20,6585,0.9147000312805176,0
net_21,836,0.805400013923645,0
net_22,908,0.7936000227928162,0
net_23,382,0.6171000003814697,0
net_24,1722,0.7848000526428223,0
net_25,185,0.332800030708313,0
net_26,6240,0.9163000583648682,0
net_27,4353,0.9317000508308411,0
net_28,2477,0.7008000612258911,0
net_29,1736,0.7581000328063965,0
net_30,1060,0.8208000659942627,0
net_31,3614,0.6018000245094299,0
net_32,1029,0.6201000213623047,0
net_33,1992,0.8584000468254089,0
net_34,322,0.602400004863739,0
net_35,948,0.5944000482559204,0
net_36,800,0.6360000371932983,0
net_37,1907,0.7328000068664551,0
net_38,1457,0.8563000559806824,0
net_39,692,0.6997000575065613,0
net_40,5188,0.9020000696182251,0
net_41,1728,0.8395000696182251,0
net_42,608,0.6880000233650208,0
net_43,5016,0.8332000374794006,0
net_44,1289,0.6693000197410583,0
net_45,2812,0.9029000401496887,0
net_46,1022,0.7296000123023987,0
net_47,1085,0.7914000153541565,0
net_48,1807,0.8667000532150269,0
net_49,3810,0.9253000617027283,0
net_50,2062,0.828700065612793,0
net_51,1477,0.8545000553131104,0
net_52,952,0.5410000085830688,0
net_53,1248,0.7626000642776489,0
net_54,3895,0.8681000471115112,0
net_55,183,0.3744000196456909,0
net_56,566,0.8189000487327576,0
net_57,244,0.566100001335144,0
net_58,1869,0.8433000445365906,0
net_59,422,0.6055000424385071,0
net_60,6139,0.9393000602722168,0
net_61,3772,0.8198000192642212,0
net_62,396,0.4976000189781189,0
net_63,1557,0.7912000417709351,0
net_64,766,0.6184000372886658,0
net_65,1281,0.7057000398635864,0
net_66,896,0.7093000411987305,0
net_67,1052,0.7051000595092773,0
net_68,3341,0.909000039100647,0
net_69,1875,0.9099000692367554,0
net_70,622,0.6370000243186951,0
net_71,1229,0.7833000421524048,0
net_72,6301,0.9487000703811646,0
net_73,2051,0.7958000302314758,0
net_74,1634,0.8431000113487244,0
net_75,696,0.7142000198364258,0
net_76,442,0.7107000350952148,0
net_77,2314,0.749500036239624,0
net_78,5775,0.9251000285148621,0
net_79,1379,0.6360000371932983,0
net_80,477,0.3352000117301941,0
net_81,4123,0.6817000508308411,0
net_82,3596,0.9098000526428223,0
net_83,3153,0.9080000519752502,0
net_84,2805,0.9093000292778015,0
net_85,2185,0.7932000160217285,0
net_86,2496,0.9220000505447388,0
net_87,651,0.6063000559806824,0
net_88,1835,0.7605000138282776,0
net_89,276,0.4424000084400177,0
net_90,698,0.7568000555038452,0
net_91,6752,0.9567000269889832,0
net_92,292,0.4050000309944153,0
net_93,621,0.5662000179290771,0
net_94,8180,0.947100043296814,0
net_95,2135,0.8247000575065613,0
net_96,6836,0.9503000378608704,0
net_97,4687,0.931600034236908,0
net_98,2110,0.8653000593185425,0
net_99,684,0.7973000407218933,0
net_100,183,0.390500009059906,1
net_101,566,0.8337000608444214,1
net_102,6752,0.9561000466346741,1
net_103,566,0.8074000477790833,1
net_104,622,0.8622000217437744,1
net_105,1489,0.8565000295639038,1
net_106,537,0.5716000199317932,1
net_107,4474,0.9345000386238098,1
net_108,162,0.27320000529289246,1
net_109,1249,0.884600043296814,1
net_110,196,0.27800002694129944,1
net_111,152,0.3987000286579132,1
net_112,4538,0.9506000280380249,1
net_113,2415,0.8598000407218933,1
net_114,565,0.5430999994277954,1
net_115,788,0.8190000653266907,1
net_116,735,0.7679000496864319,1
net_117,6327,0.9553000330924988,1
net_118,491,0.6034000515937805,1
net_119,444,0.7324000597000122,1
net_120,1005,0.8425000309944153,1
net_121,655,0.8101000189781189,1
net_122,347,0.553600013256073,1
net_123,946,0.8814000487327576,1
net_124,417,0.3037000000476837,1
net_125,3505,0.9187000393867493,1
net_126,477,0.5633000135421753,1
net_127,634,0.7314000129699707,1
net_128,809,0.7768000364303589,1
net_129,2558,0.90420001745224,1
net_130,1370,0.9177000522613525,1
net_131,980,0.8116000294685364,1
net_132,1233,0.8532000184059143,1
net_133,428,0.4824000298976898,1
net_134,554,0.6040000319480896,1
net_135,988,0.857200026512146,1
net_136,344,0.5548000335693359,1
net_137,430,0.562000036239624,1
net_138,733,0.8193000555038452,1
net_139,2257,0.8799000382423401,1
net_140,4623,0.9290000200271606,1
net_141,8976,0.9584000706672668,1
net_142,253,0.45510002970695496,1
net_143,477,0.5651000142097473,1
net_144,744,0.7944000363349915,1
net_145,2789,0.7731000185012817,1
net_146,566,0.8165000677108765,1
net_147,6128,0.9502000212669373,1
net_148,396,0.6386000514030457,1
net_149,9048,0.9601000547409058,1
net_150,701,0.737000048160553,1
net_151,677,0.784600019454956,1
net_152,123,0.1925000101327896,1
net_153,397,0.5581000447273254,1
net_154,981,0.6956000328063965,1
net_155,1275,0.8781000375747681,1
net_156,5408,0.9481000304222107,1
net_157,1511,0.8528000116348267,1
net_158,6350,0.9552000164985657,1
net_159,533,0.6982000470161438,1
net_160,4037,0.9491000175476074,1
net_161,3207,0.8561000227928162,1
net_162,683,0.7740000486373901,1
net_163,196,0.23970000445842743,1
net_164,269,0.33660000562667847,1
net_165,477,0.6700000166893005,1
net_166,3914,0.7910000085830688,1
net_167,677,0.7855000495910645,1
net_168,5883,0.9516000747680664,1
net_169,1076,0.8187000155448914,1
net_170,1015,0.8147000670433044,1
net_171,215,0.3765000104904175,1
net_172,477,0.6926000118255615,1
net_173,6300,0.9575000405311584,1
net_174,2971,0.9081000685691833,1
net_175,5967,0.9640000462532043,1
net_176,158,0.1964000165462494,1
net_177,858,0.8037000298500061,1
net_178,1144,0.761900007724762,1
net_179,3664,0.9325000643730164,1
net_180,384,0.5574000477790833,1
net_181,230,0.44370001554489136,1
net_182,982,0.6963000297546387,1
net_183,369,0.49010002613067627,1
net_184,6030,0.9600000381469727,1
net_185,3230,0.9379000663757324,1
net_186,383,0.5383000373840332,1
net_187,780,0.7454000115394592,1
net_188,1113,0.8413000106811523,1
net_189,209,0.25210002064704895,1
net_190,3582,0.9465000629425049,1
net_191,1151,0.7245000600814819,1
net_192,4017,0.9261000156402588,1
net_193,183,0.328900009393692,1
net_194,242,0.6079000234603882,1
net_195,461,0.7434000372886658,1
net_196,372,0.5053000450134277,1
net_197,183,0.387800008058548,1
net_198,392,0.5047000050544739,1
net_199,92,0.16110001504421234,1
net_200,622,0.8373000621795654,2
net_201,5967,0.9642000198364258,2
net_202,92,0.16990001499652863,2
net_203,162,0.22440001368522644,2
net_204,123,0.18230000138282776,2
net_205,900,0.8262000679969788,2
net_206,5967,0.9646000266075134,2
net_207,6271,0.9511000514030457,2
net_208,1011,0.7280000448226929,2
net_209,1220,0.8662000298500061,2
net_210,911,0.7400000095367432,2
net_211,2577,0.9371000528335571,2
net_212,3669,0.8597000241279602,2
net_213,102,0.17430001497268677,2
net_214,752,0.8205000162124634,2
net_215,4561,0.9498000741004944,2
net_216,10717,0.96260005235672,2
net_217,92,0.16010001301765442,2
net_218,6350,0.955500066280365,2
net_219,12639,0.9682000279426575,2
net_220,5836,0.9464000463485718,2
net_221,988,0.8701000213623047,2
net_222,9803,0.9651000499725342,2
net_223,3995,0.9445000290870667,2
net_224,655,0.8147000670433044,2
net_225,2607,0.9303000569343567,2
net_226,112,0.15860000252723694,2
net_227,4155,0.9356000423431396,2
net_228,152,0.3396000266075134,2
net_229,773,0.7857000231742859,2
net_230,1339,0.8738000392913818,2
net_231,6446,0.9669000506401062,2
net_232,2496,0.9278000593185425,2
net_233,921,0.8508000373840332,2
net_234,5281,0.9524000287055969,2
net_235,355,0.4123000204563141,2
net_236,3527,0.8956000208854675,2
net_237,915,0.790600061416626,2
net_238,236,0.29750001430511475,2
net_239,162,0.24990001320838928,2
net_240,149,0.19840000569820404,2
net_241,8715,0.9639000296592712,2
net_242,72,0.17580001056194305,2
net_243,533,0.7502000331878662,2
net_244,202,0.26030001044273376,2
net_245,62,0.11350000649690628,2
net_246,701,0.8172000646591187,2
net_247,3797,0.9411000609397888,2
net_248,757,0.8024000525474548,2
net_249,5247,0.9548000693321228,2
net_250,5671,0.9552000164985657,2
net_251,2387,0.9120000600814819,2
net_252,316,0.5573000311851501,2
net_253,2842,0.9121000170707703,2
net_254,102,0.2379000186920166,2
net_255,268,0.33800002932548523,2
net_256,5330,0.955500066280365,2
net_257,2312,0.9180000424385071,2
net_258,655,0.813200056552887,2
net_259,2744,0.8836000561714172,2
net_260,182,0.4739000201225281,2
net_261,1856,0.8879000544548035,2
net_262,415,0.6607000231742859,2
net_263,434,0.39340001344680786,2
net_264,3527,0.9058000445365906,2
net_265,158,0.21540001034736633,2
net_266,4299,0.9547000527381897,2
net_267,197,0.29760000109672546,2
net_268,6240,0.9508000612258911,2
net_269,5393,0.9538000226020813,2
net_270,6030,0.963100016117096,2
net_271,454,0.394400030374527,2
net_272,180,0.2996000051498413,2
net_273,232,0.304500013589859,2
net_274,200,0.2502000033855438,2
net_275,92,0.16370001435279846,2
net_276,142,0.1754000037908554,2
net_277,6233,0.9559000730514526,2
net_278,152,0.203000009059906,2
net_279,1811,0.8720000386238098,2
net_280,1664,0.875700056552887,2
net_281,110,0.178600013256073,2
net_282,1272,0.862500011920929,2
net_283,126,0.2847000062465668,2
net_284,663,0.7480000257492065,2
net_285,297,0.3611000180244446,2
net_286,6030,0.9627000689506531,2
net_287,744,0.8033000230789185,2
net_288,217,0.44520002603530884,2
net_289,1015,0.8459000587463379,2
net_290,132,0.11350000649690628,2
net_291,304,0.2045000046491623,2
net_292,1243,0.8125000596046448,2
net_293,3667,0.9110000729560852,2
net_294,3314,0.9003000259399414,2
net_295,711,0.8467000126838684,2
net_296,92,0.16340000927448273,2
net_297,1108,0.8732000589370728,2
net_298,988,0.86680006980896,2
net_299,5388,0.951900064945221,2
net_300,12639,0.9687000513076782,3
net_301,988,0.8546000123023987,3
net_302,62,0.11350000649690628,3
